Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,$14.25,0.83,6.185%,34582532771.00,United States,,23443231,Telecommunications,Cable & Other Pay Television Services
WDAY,Workday Inc. Class A Common Stock,$142.35,2.77,1.985%,36156900000.00,United States,,1677367,Technology,Computer Software: Prepackaged Software
WDC,Western Digital Corporation Common Stock,$43.42,-1.41,-3.145%,13597746658.00,United States,,6023709,Technology,Electronic Components
WIX,Wix.com Ltd. Ordinary Shares,$68.21,2.66,4.058%,3919537383.00,Israel,2013,905669,Technology,EDP Services
XM,Qualtrics International Inc. Class A Common Stock,$12.21,-0.30,-2.398%,7110189801.00,United States,2021,2082443,Technology,Computer Software: Prepackaged Software
XRX,Xerox Holdings Corporation Common Stock,$14.12,-0.73,-4.916%,2186657879.00,United States,,2735930,Technology,EDP Services
YY,JOYY Inc. American Depositary Shares,$30.97,1.11,3.717%,2219389731.00,China,2012,277537,Technology,EDP Services
ZBRA,Zebra Technologies Corporation Class A Common Stock,$299.34,5.39,1.834%,15719488974.00,United States,1991,473853,Technology,Computer peripheral equipment
ZI,ZoomInfo Technologies Inc Common Stock,$33.89,0.65,1.955%,13670978501.00,United States,2020,3357508,Technology,Computer Software: Prepackaged Software
ZM,Zoom Video Communications Inc. Class A Common Stock,$110.97,3.00,2.779%,33110993011.00,United States,2019,2796762,Technology,Computer Software: Prepackaged Software
ZS,Zscaler Inc. Common Stock,$155.37,5.86,3.919%,22041206922.00,United States,2018,1838019,Technology,EDP Services
